"nll_h","loglambda.mean","loglambda.sd","alltrackconverge","AIC","AICc","k","ntracks","model","dataset","resolution","neighbors"
1035.67495989508,-7.12174431066821,0.653559206401722,1,2075.34991979016,2076.34991979016,2,15,"iso(HF)","SimHerd1",0.0416666666666667,8
